Name,,Sex,Age,Team,NOC,Year,City,Sport,Event,Gold,Bronze,Silver,None
Anneloes van Veen,,F,25,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",0,0,1,1
Annemiek Adriana van Vleuten,,F,33,Greece,GRE,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",0,1,0,1
Anni Teija Orvokki Vuohijoki,,F,28,France,FRA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,1,1
Annika Sprink,,F,20,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Annsert Whyte,,M,28,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Anouk Verg-Dpr,,F,24,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,0,0,1,1
Anouk Vetter,,F,23,China,CHN,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,0,0,1,1
Anthonique Strachan,,F,22,Latvia,LAT,2014,Sochi,Luge,Luge Mixed Team Relay,0,1,0,1
Anthonique Strachan,,F,22,Latvia-1,LAT,2014,Sochi,Luge,Luge Mixed (Men)'s Doubles,0,1,0,1
Anthony Jos Zambrano de la Cruz,,M,18,Netherlands,NED,2016,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,0,1,0,1
Anthony Joseph Terras,,M,31,Italy,ITA,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,0,0,1
Antje Von Seydlitz-Kurzbach,,F,25,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,1,0,0,1
Antoine Valois-Fortier,,M,26,Estonia,EST,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,0,1,0,1
Anton Sergeyevich Sintsov,,M,31,Belarus,BLR,2014,Sochi,Biathlon,Biathlon Women's 15 kilometres,1,0,0,1
Anton Sergeyevich Zarutsky,,M,30,Serbia,SRB,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,0,1,1
Antonio Vargas,,M,19,Brazil,BRA,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff,1,0,0,1
Anuradha Devi Thokchom,,F,27,Russia,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,1,0,0,1
Anvar Yunusov,,M,29,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,1,0,1
Apolonia Vaivai,,F,25,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Aran Zalewski,,M,25,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Are Weierholt Strandli,,M,27,Latvia,LAT,2014,Sochi,Luge,Luge Mixed Team Relay,0,1,0,1
Arianna Fritzallen Vanderpool-Wallace,,F,26,Hungary,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",1,0,0,1
Arianna Fritzallen Vanderpool-Wallace,,F,26,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Arina Aleksandrovna Tsitsilina,,F,17,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,1,0,0,1
Arthur Nabarrete Zanetti,,M,26,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,1,0,1
Arthur Nabarrete Zanetti,,M,26,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Arthur Van Doren,,M,21,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,1
Artyom Aleksandrovich Volvich,,M,26,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,1,0,0,1
Artyom Alekseyevich Zakharov,,M,24,Colombia,COL,2016,Rio de Janeiro,Boxing,Boxing Women's Flyweight,0,1,0,1
Artyom Sergeyevich Yermakov,,M,34,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,1
Asami Yoshida,,F,28,Australia,AUS,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",0,1,0,1
"Ashleigh ""Ash"" Southern",,F,23,Finland,FIN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,0,0,1,1
Ashleigh Ann Simon,,F,27,Sweden,SWE,2014,Sochi,Curling,Curling Women's Curling,0,0,1,1
Ashley Spencer,,F,23,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Ashley Steacy,,F,29,Finland,FIN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,1,0,0,1
Ashley Stoddart,,F,23,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Askale Tiksa Benti,,F,22,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Astou Traor,,F,35,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,1,0,0,1
Asuka Teramoto,,F,20,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,0,1,0,1
Asuka Teramoto,,F,20,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Asuka Teramoto,,F,20,Spain,ESP,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,0,0,1,1
Asuka Teramoto,,F,20,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,0,0,1,1
Asuka Teramoto,,F,20,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,1,0,0,1
Attapon Uea-Aree,,M,26,United States,USA,2016,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,1,0,0,1
Aubrey Smith,,M,28,Canada,CAN,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",1,0,0,1
Audrey Tcheumo,,F,26,Germany,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1,0,0,1
Augusto Ramos Soares,,M,29,Japan,JPN,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",0,1,0,1
Aurelia Stoica-Brdeanu,,F,37,Ukraine,UKR,2014,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,0,1,0,1
Avtar Singh,,M,24,France,FRA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,1,0,0,1
Aya Takeuchi,,F,29,France,FRA,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,0,1,0,1
Aya Traor,,F,33,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,1,0,0,1
Ayaka Suzuki,,F,26,Poland,POL,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),0,0,1,1
Ayaka Takahashi,,F,26,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",1,0,0,1
Aymen Al-Toumi,,M,26,Great Britain,GBR,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",1,0,0,1
Aynur Yesbergenova,,F,18,Romania,ROU,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,0,1,0,1
Ayouba Traor,,M,33,Sweden,SWE,2016,Rio de Janeiro,Football,Football Women's Football,0,0,1,1
Aysuluu Tynybekova,,F,23,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,0,0,1,1
Ayuko Suzuki,,F,24,Poland,POL,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),0,0,1,1
Baboloki Thebe,,M,19,South Korea,KOR,2016,Rio de Janeiro,Archery,Archery Women's Team,1,0,0,1
Balazs Marton Sziranyi Somogyi,,M,33,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Barbara Szab,,F,26,South Africa,RSA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,0,1,0,1
Barbora potkov,,F,35,Germany,GER,2014,Sochi,Luge,Luge Mixed Team Relay,1,0,0,1
Barbora Strcov (-Zhlavov),,F,30,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Barbora Strcov (-Zhlavov),,F,30,Poland,POL,2014,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1,0,0,1
Barbora Zvadov,,F,23,Ukraine,UKR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,0,0,1,1
Barbora Zvadov,,F,23,Ukraine,UKR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,1,0,0,1
Bas Verwijlen,,M,32,Spain,ESP,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,0,1,1
Bastian Steger,,M,35,South Korea,KOR,2014,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,0,1,0,1
"Beatrix ""Trixi"" Worrack",,F,34,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
"Beatrix ""Trixi"" Worrack",,F,34,Italy,ITA,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",0,0,1,1
Belinda Kim Trussell,,F,44,Kazakhstan,KAZ,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,0,1,0,1
Bence Venyercsn,,M,20,China,CHN,2016,Rio de Janeiro,Trampolining,Trampolining Women's Individual,0,1,0,1
"Benjamin ""Ben"" St. Lawrence",,M,34,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
"Benjamin ""Ben"" Vogg",,M,23,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,1,0,0,1
"Benjamin Chukwukelo ""Ben"" Uzoh",,M,28,China,CHN,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,0,1,0,1
"Benjamin Gary ""Ben"" Thorne",,M,23,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,1,0,0,1
Benjamin Steffen,,M,34,Norway,NOR,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,0,0,1,1
Benjamin Steffen,,M,34,Norway,NOR,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,1,0,0,1
Benjamin Toniutti,,M,26,Netherlands,NED,2016,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,0,0,1,1
Benjamin Vadnai,,M,20,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Benjamin Waterhouse,,M,31,Serbia,SRB,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,0,1,1
Bernadette-Cynthia Szcs,,F,21,Individual Olympic Athletes,IOA,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,0,1,0,1
Bernd Wiesberger,,M,30,Brazil,BRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",0,1,0,1
Bianca Michaela Walkden,,F,24,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Bianca Stuart,,F,28,Poland,POL,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",1,0,0,1
Bilal Tabti,,M,23,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
Birsel Vardarl Demirmen,,F,32,Germany,GER,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,1,0,1
Birzhan Zhakypovich Zhakypov,,M,32,Great Britain,GBR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,0,1,0,1
Bjrn van den Ende,,M,30,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,1,0,1
Bla Simon,,M,27,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,0,0,1,1
Blair Tarrant,,M,26,Georgia,GEO,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,1,0,1
Blair Tuke,,M,27,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Blanka Vlai,,F,32,Hungary,HUN,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,0,1,0,1
Bobana Velikovi,,F,26,South Korea,KOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,0,1,0,1
Bobana Velikovi,,F,26,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
Bodi Turner,,M,21,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,1,0,0,1
Boe Lionel Warawara,,M,21,Russia,RUS,2016,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,0,1,0,1
Bojan Toki,,M,35,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,1,0,0,1
Bojana ivkovi,,F,28,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,0,0,1,1
Boniface Mucheru Tumuti,,M,24,Belarus,BLR,2016,Rio de Janeiro,Trampolining,Trampolining Men's Individual,1,0,0,1
Boo Starevi,,M,27,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",0,1,0,1
Boonthung Srisung,,M,35,Russia,RUS,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,1,0,0,1
Boris Yotov,,M,20,Thailand,THA,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,1,0,0,1
Borja Vidal Fernndez Fernndez,,M,34,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,1,0,0,1
Borja Vivas Jimnez,,M,32,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,0,1,1
"Bradley Edward ""Brad"" Tandy",,M,25,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,0,1,1
Bradley Marc Wiggins,,M,36,Spain,ESP,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,0,1,1
Bradley Vincent,,M,24,New Zealand,NZL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,0,1,1
Braian Ezequiel Toledo,,M,22,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,1,0,0,1
Bralon Shazam Taplin,,M,24,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,1,0,0,1
Brandon Michael Stone,,M,23,Russia,RUS,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),0,1,0,1
Brandon Starc,,M,22,Netherlands,NED,2014,Sochi,Speed Skating,Speed Skating Men's 500 metres,1,0,0,1
Brandon Valentine-Parris,,M,21,Turkey,TUR,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,0,0,1,1
Breanna Mackenzie Stewart,,F,21,Czech Republic,CZE,2014,Sochi,Speed Skating,"Speed Skating Women's 3,000 metres",0,0,1,1
Brenessa Thompson,,F,20,France,FRA,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,0,0,1,1
Brenessa Thompson,,F,20,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",0,1,0,1
Brianna Throssell,,F,20,Brazil,BRA,2016,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,0,1,0,1
Brianne Theisen-Eaton,,F,27,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,1,0,0,1
Brigita Virbalyt-Dimien,,F,31,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump,0,0,1,1
Brooke Stratton,,F,23,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Brooke Sweat (Youngquist-),,F,30,Italy,ITA,2014,Sochi,Luge,Luge Men's Singles,0,1,0,1
Bruna Takahashi,,F,16,France,FRA,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,0,1,1
Bruno Fraga Soares,,M,34,Russia,RUS,2014,Sochi,Luge,Luge Mixed Team Relay,0,0,1,1
Bruno Miguel Semedo Varela,,M,21,Russia,RUS,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,0,0,1,1
Bryan Gabriel Sola Zambrano,,M,24,South Korea,KOR,2014,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),0,0,1,1
Buly da Conceio Triste,,M,25,Norway,NOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,1,0,1
Buse Tosun,,F,20,Mexico,MEX,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,0,0,1,1
Caia Jaqueline van Maasakker,,F,27,South Korea,KOR,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,1,1
Caitlin Van Sickle,,F,26,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,0,0,1,1
Cale Simmons,,M,25,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Men's 10,000 metres",1,0,0,1
Callum Skinner,,M,23,Italy,ITA,2014,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,0,0,1,1
Callum Skinner,,M,23,Italy,ITA,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",0,1,0,1
Callum Skinner,,M,23,Italy,ITA,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",0,1,0,1
"Cameron ""Cam"" Smedley",,M,25,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",1,0,0,1
Cameron van der Burgh,,M,28,Denmark,DEN,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,0,0,1,1
Cameron van der Burgh,,M,28,Italy,ITA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,0,1,1
Cameron van der Burgh,,M,28,Denmark,DEN,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,0,0,1,1
Camila Valle Granados,,F,21,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Carin Strmberg,,F,23,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Carla Surez Navarro,,F,27,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Carla Surez Navarro,,F,27,Germany-1,GER,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,0,1,0,1
Carla Surez Navarro,,F,27,Poland,POL,2014,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),0,1,0,1
Carling Zeeman,,F,25,Lithuania,LTU,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,0,1,0,1
Carlo Tacchini,,M,21,Russia,RUS,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0,1,0,1
Carlo Tacchini,,M,21,Great Britain,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,1,0,0,1
Carlos Tobalina Aspirez,,M,31,Philippines,PHI,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,0,0,1,1
Carlotta Zofkova Costa de Saint Genix de Beauregard,,F,23,China,CHN,2016,Rio de Janeiro,Judo,Judo Women's Heavyweight,0,1,0,1
Carmine Tommasone,,M,32,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,1,0,0,1
Caroline Wozniacki,,F,26,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,1,0,1
Carrie Smith,,F,21,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,1,0,0,1
Catherine Skinner,,F,26,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Catriel Andrs Soto,,M,29,Sweden,SWE,2014,Sochi,Curling,Curling Men's Curling,0,1,0,1
Caylee Watson,,F,21,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Cdric Sorhaindo,,M,32,Germany,GER,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom,0,1,0,1
Cecilia Wollmann,,F,18,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Cem Ylmaz,,M,34,China,CHN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",0,1,0,1
Chain Singh,,M,27,China,CHN,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",0,1,0,1
Chain Singh,,M,27,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,0,1,0,1
Chandanda Nikkin Thimmaiah,,M,25,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Chantal Jean Van Landeghem,,F,22,South Korea,KOR,2016,Rio de Janeiro,Archery,Archery Women's Individual,0,1,0,1
Chantal Jean Van Landeghem,,F,22,South Korea,KOR,2016,Rio de Janeiro,Archery,Archery Women's Team,1,0,0,1
Chantal Jean Van Landeghem,,F,22,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",1,0,0,1
Chantal Jean Van Landeghem,,F,22,South Korea,KOR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,1,0,1
Charity Williams,,F,19,Cuba,CUB,2016,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,1,0,0,1
Charlene Woitha,,F,22,Italy,ITA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,0,1,1
Charline Van Snick,,F,25,South Africa,RSA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,0,1,0,1
Charlotte Louise Taylor,,F,30,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,1,0,0,1
Charlotte Stapenhorst,,F,21,Great Britain,GBR,2014,Sochi,Curling,Curling Women's Curling,0,1,0,1
Charlotte Sutherland,,F,25,United States-1,USA,2014,Sochi,Bobsleigh,Bobsleigh Women's Two,0,0,1,1
Charlotte Wingfield,,F,21,Venezuela,VEN,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,0,0,1,1
Charly Coronel Suarez,,M,27,Japan,JPN,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",0,1,0,1
Chavaughn Camarley Walsh,,M,28,Iran,IRI,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,1,0,0,1
Cherif Younousse Samba,,M,21,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,1,0,0,1
Chiaki Tomita,,F,22,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Chiara Tabani,,F,21,Denmark,DEN,2016,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,0,1,0,1
Chierika Ukogu,,F,23,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1,0,0,1
Chijindu Andre E. O. Ujah,,M,22,Great Britain,GBR,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",1,0,0,1
Chijindu Andre E. O. Ujah,,M,22,Great Britain,GBR,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",0,0,1,1
Chisato Yokoo,,F,24,Hungary,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",1,0,0,1
Chlo Marianne  Tutton,,F,20,Russia,RUS,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,1,0,1
Chlo Marianne  Tutton,,F,20,Norway,NOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,1,0,1
Chlo Marianne  Tutton,,F,20,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,1,0,0,1
Chloe Tipple,,F,25,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Chloe Woodruff,,F,29,Nigeria,NGR,2016,Rio de Janeiro,Football,Football Men's Football,0,1,0,1
Chris Anker Srensen,,M,31,United States-1,USA,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,0,1,0,1
Chrishuna Williams,,F,23,Russia,RUS,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",1,0,0,1
Christania Williams,,F,21,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,1,0,0,1
Christania Williams,,F,21,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Christelle Nana Tchoudjang,,F,27,United States,USA,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",0,1,0,1
Christiaan Varenhorst,,M,26,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Christian Taylor,,M,26,Serbia,SRB,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,0,1,1
Christian vom Lehn,,M,24,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,1,0,0,1
Christian vom Lehn,,M,24,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,1,1
Christian Zillekens,,M,20,China,CHN,2016,Rio de Janeiro,Boxing,Boxing Women's Lightweight,0,0,1,1
Christian Zimmermann,,M,54,France,FRA,2016,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,1,0,0,1
Christine Margaret Sinclair,,F,33,United States,USA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,1,0,1
Christine Wolf,,F,27,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,1,0,1
"Christopher ""Chris"" Winter",,M,30,Russia,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,1,0,0,1
"Christopher James ""Chris"" Walker-Hebborn",,M,26,Japan,JPN,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,0,1,0,1
"Christopher James ""Chris"" Walker-Hebborn",,M,26,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,0,1,0,1
"Christopher Thomas ""Chris"" Wyles",,M,32,Canada,CAN,2016,Rio de Janeiro,Football,Football Women's Football,0,1,0,1
Christopher Wesley,,M,29,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,1,0,0,1
Chun Ting Wong,,M,24,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
Chun Ting Wong,,M,24,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,0,1,0,1
Clark Smith,,M,21,Great Britain,GBR,2014,Sochi,Curling,Curling Women's Curling,0,1,0,1
